-89,-179,AQ,Antarctica
-89,-178,AQ,Antarctica
-89,-177,AQ,Antarctica
-89,-176,AQ,Antarctica
-89,-175,AQ,Antarctica
-89,-174,AQ,Antarctica
-89,-173,AQ,Antarctica
-89,-172,AQ,Antarctica
-89,-171,AQ,Antarctica
-89,-170,AQ,Antarctica
-89,-169,AQ,Antarctica
-89,-168,AQ,Antarctica
-89,-167,AQ,Antarctica
-89,-166,AQ,Antarctica
-89,-165,AQ,Antarctica
-89,-164,AQ,Antarctica
-89,-163,AQ,Antarctica
-89,-162,AQ,Antarctica
-89,-161,AQ,Antarctica
-89,-160,AQ,Antarctica
-89,-159,AQ,Antarctica
-89,-158,AQ,Antarctica
-89,-157,AQ,Antarctica
-89,-156,AQ,Antarctica
-89,-155,AQ,Antarctica
-89,-154,AQ,Antarctica
-89,-153,AQ,Antarctica
-89,-152,AQ,Antarctica
-89,-151,AQ,Antarctica
-89,-150,AQ,Antarctica
-89,-149,AQ,Antarctica
-89,-148,AQ,Antarctica
-89,-147,AQ,Antarctica
-89,-146,AQ,Antarctica
-89,-145,AQ,Antarctica
-89,-144,AQ,Antarctica
-89,-143,AQ,Antarctica
-89,-142,AQ,Antarctica
-89,-141,AQ,Antarctica
-89,-140,AQ,Antarctica
-89,-139,AQ,Antarctica
-89,-138,AQ,Antarctica
-89,-137,AQ,Antarctica
-89,-136,AQ,Antarctica
-89,-135,AQ,Antarctica
-89,-134,AQ,Antarctica
-89,-133,AQ,Antarctica
-89,-132,AQ,Antarctica
-89,-131,AQ,Antarctica
-89,-130,AQ,Antarctica
-89,-129,AQ,Antarctica
-89,-128,AQ,Antarctica
-89,-127,AQ,Antarctica
-89,-126,AQ,Antarctica
-89,-125,AQ,Antarctica
-89,-124,AQ,Antarctica
-89,-123,AQ,Antarctica
-89,-122,AQ,Antarctica
-89,-121,AQ,Antarctica
-89,-120,AQ,Antarctica
-89,-119,AQ,Antarctica
-89,-118,AQ,Antarctica
-89,-117,AQ,Antarctica
-89,-116,AQ,Antarctica
-89,-115,AQ,Antarctica
-89,-114,AQ,Antarctica
-89,-113,AQ,Antarctica
-89,-112,AQ,Antarctica
-89,-111,AQ,Antarctica
-89,-110,AQ,Antarctica
-89,-109,AQ,Antarctica
-89,-108,AQ,Antarctica
-89,-107,AQ,Antarctica
-89,-106,AQ,Antarctica
-89,-105,AQ,Antarctica
-89,-104,AQ,Antarctica
-89,-103,AQ,Antarctica
-89,-102,AQ,Antarctica
-89,-101,AQ,Antarctica
-89,-100,AQ,Antarctica
-89,-99,AQ,Antarctica
-89,-98,AQ,Antarctica
-89,-97,AQ,Antarctica
-89,-96,AQ,Antarctica
-89,-95,AQ,Antarctica
-89,-94,AQ,Antarctica
-89,-93,AQ,Antarctica
-89,-92,AQ,Antarctica
-89,-91,AQ,Antarctica
-89,-90,AQ,Antarctica
-89,-89,AQ,Antarctica
-89,-88,AQ,Antarctica
-89,-87,AQ,Antarctica
-89,-86,AQ,Antarctica
-89,-85,AQ,Antarctica
-89,-84,AQ,Antarctica
-89,-83,AQ,Antarctica
-89,-82,AQ,Antarctica
-89,-81,AQ,Antarctica
-89,-80,AQ,Antarctica
-89,-79,AQ,Antarctica
-89,-78,AQ,Antarctica
-89,-77,AQ,Antarctica
-89,-76,AQ,Antarctica
-89,-75,AQ,Antarctica
-89,-74,AQ,Antarctica
-89,-73,AQ,Antarctica
-89,-72,AQ,Antarctica
-89,-71,AQ,Antarctica
-89,-70,AQ,Antarctica
-89,-69,AQ,Antarctica
-89,-68,AQ,Antarctica
-89,-67,AQ,Antarctica
-89,-66,AQ,Antarctica
-89,-65,AQ,Antarctica
-89,-64,AQ,Antarctica
-89,-63,AQ,Antarctica
-89,-62,AQ,Antarctica
-89,-61,AQ,Antarctica
-89,-60,AQ,Antarctica
-89,-59,AQ,Antarctica
-89,-58,AQ,Antarctica
-89,-57,AQ,Antarctica
-89,-56,AQ,Antarctica
-89,-55,AQ,Antarctica
-89,-54,AQ,Antarctica
-89,-53,AQ,Antarctica
-89,-52,AQ,Antarctica
-89,-51,AQ,Antarctica
-89,-50,AQ,Antarctica
-89,-49,AQ,Antarctica
-89,-48,AQ,Antarctica
-89,-47,AQ,Antarctica
-89,-46,AQ,Antarctica
-89,-45,AQ,Antarctica
-89,-44,AQ,Antarctica
-89,-43,AQ,Antarctica
-89,-42,AQ,Antarctica
-89,-41,AQ,Antarctica
-89,-40,AQ,Antarctica
-89,-39,AQ,Antarctica
-89,-38,AQ,Antarctica
-89,-37,AQ,Antarctica
-89,-36,AQ,Antarctica
-89,-35,AQ,Antarctica
-89,-34,AQ,Antarctica
-89,-33,AQ,Antarctica
-89,-32,AQ,Antarctica
-89,-31,AQ,Antarctica
-89,-30,AQ,Antarctica
-89,-29,AQ,Antarctica
-89,-28,AQ,Antarctica
-89,-27,AQ,Antarctica
-89,-26,AQ,Antarctica
-89,-25,AQ,Antarctica
-89,-24,AQ,Antarctica
-89,-23,AQ,Antarctica
-89,-22,AQ,Antarctica
-89,-21,AQ,Antarctica
-89,-20,AQ,Antarctica
-89,-19,AQ,Antarctica
-89,-18,AQ,Antarctica
-89,-17,AQ,Antarctica
-89,-16,AQ,Antarctica
-89,-15,AQ,Antarctica
-89,-14,AQ,Antarctica
-89,-13,AQ,Antarctica
-89,-12,AQ,Antarctica
-89,-11,AQ,Antarctica
-89,-10,AQ,Antarctica
-89,-9,AQ,Antarctica
-89,-8,AQ,Antarctica
-89,-7,AQ,Antarctica
-89,-6,AQ,Antarctica
-89,-5,AQ,Antarctica
-89,-4,AQ,Antarctica
-89,-3,AQ,Antarctica
-89,-2,AQ,Antarctica
-89,-1,AQ,Antarctica
-89,0,AQ,Antarctica
-89,1,AQ,Antarctica
-89,2,AQ,Antarctica
-89,3,AQ,Antarctica
-89,4,AQ,Antarctica
-89,5,AQ,Antarctica
-89,6,AQ,Antarctica
-89,7,AQ,Antarctica
-89,8,AQ,Antarctica
-89,9,AQ,Antarctica
-89,10,AQ,Antarctica
-89,11,AQ,Antarctica
-89,12,AQ,Antarctica
-89,13,AQ,Antarctica
-89,14,AQ,Antarctica
-89,15,AQ,Antarctica
-89,16,AQ,Antarctica
-89,17,AQ,Antarctica
-89,18,AQ,Antarctica
-89,19,AQ,Antarctica
-89,20,AQ,Antarctica
-89,21,AQ,Antarctica
-89,22,AQ,Antarctica
-89,23,AQ,Antarctica
-89,24,AQ,Antarctica
-89,25,AQ,Antarctica
-89,26,AQ,Antarctica
-89,27,AQ,Antarctica
-89,28,AQ,Antarctica
-89,29,AQ,Antarctica
-89,30,AQ,Antarctica
-89,31,AQ,Antarctica
-89,32,AQ,Antarctica
-89,33,AQ,Antarctica
-89,34,AQ,Antarctica
-89,35,AQ,Antarctica
-89,36,AQ,Antarctica
-89,37,AQ,Antarctica
-89,38,AQ,Antarctica
-89,39,AQ,Antarctica
-89,40,AQ,Antarctica
-89,41,AQ,Antarctica
-89,42,AQ,Antarctica
-89,43,AQ,Antarctica
-89,44,AQ,Antarctica
-89,45,AQ,Antarctica
-89,46,AQ,Antarctica
-89,47,AQ,Antarctica
-89,48,AQ,Antarctica
-89,49,AQ,Antarctica
-89,50,AQ,Antarctica
-89,51,AQ,Antarctica
-89,52,AQ,Antarctica
-89,53,AQ,Antarctica
-89,54,AQ,Antarctica
-89,55,AQ,Antarctica
-89,56,AQ,Antarctica
-89,57,AQ,Antarctica
-89,58,AQ,Antarctica
-89,59,AQ,Antarctica
-89,60,AQ,Antarctica
-89,61,AQ,Antarctica
-89,62,AQ,Antarctica
-89,63,AQ,Antarctica
-89,64,AQ,Antarctica
-89,65,AQ,Antarctica
-89,66,AQ,Antarctica
-89,67,AQ,Antarctica
-89,68,AQ,Antarctica
-89,69,AQ,Antarctica
-89,70,AQ,Antarctica
-89,71,AQ,Antarctica
-89,72,AQ,Antarctica
-89,73,AQ,Antarctica
-89,74,AQ,Antarctica
-89,75,AQ,Antarctica
-89,76,AQ,Antarctica
-89,77,AQ,Antarctica
-89,78,AQ,Antarctica
-89,79,AQ,Antarctica
-89,80,AQ,Antarctica
-89,81,AQ,Antarctica
-89,82,AQ,Antarctica
-89,83,AQ,Antarctica
-89,84,AQ,Antarctica
-89,85,AQ,Antarctica
-89,86,AQ,Antarctica
-89,87,AQ,Antarctica
-89,88,AQ,Antarctica
-89,89,AQ,Antarctica
-89,90,AQ,Antarctica
-89,91,AQ,Antarctica
-89,92,AQ,Antarctica
-89,93,AQ,Antarctica
-89,94,AQ,Antarctica
-89,95,AQ,Antarctica
-89,96,AQ,Antarctica
-89,97,AQ,Antarctica
-89,98,AQ,Antarctica
-89,99,AQ,Antarctica
-89,100,AQ,Antarctica
-89,101,AQ,Antarctica
-89,102,AQ,Antarctica
-89,103,AQ,Antarctica
-89,104,AQ,Antarctica
-89,105,AQ,Antarctica
-89,106,AQ,Antarctica
-89,107,AQ,Antarctica
-89,108,AQ,Antarctica
-89,109,AQ,Antarctica
-89,110,AQ,Antarctica
-89,111,AQ,Antarctica
-89,112,AQ,Antarctica
-89,113,AQ,Antarctica
-89,114,AQ,Antarctica
-89,115,AQ,Antarctica
-89,116,AQ,Antarctica
-89,117,AQ,Antarctica
-89,118,AQ,Antarctica
-89,119,AQ,Antarctica
-89,120,AQ,Antarctica
-89,121,AQ,Antarctica
-89,122,AQ,Antarctica
-89,123,AQ,Antarctica
-89,124,AQ,Antarctica
-89,125,AQ,Antarctica
-89,126,AQ,Antarctica
-89,127,AQ,Antarctica
-89,128,AQ,Antarctica
-89,129,AQ,Antarctica
-89,130,AQ,Antarctica
-89,131,AQ,Antarctica
-89,132,AQ,Antarctica
-89,133,AQ,Antarctica
-89,134,AQ,Antarctica
-89,135,AQ,Antarctica
-89,136,AQ,Antarctica
-89,137,AQ,Antarctica
-89,138,AQ,Antarctica
-89,139,AQ,Antarctica
-89,140,AQ,Antarctica
-89,141,AQ,Antarctica
-89,142,AQ,Antarctica
-89,143,AQ,Antarctica
-89,144,AQ,Antarctica
-89,145,AQ,Antarctica
-89,146,AQ,Antarctica
-89,147,AQ,Antarctica
-89,148,AQ,Antarctica
-89,149,AQ,Antarctica
-89,150,AQ,Antarctica
-89,151,AQ,Antarctica
-89,152,AQ,Antarctica
-89,153,AQ,Antarctica
-89,154,AQ,Antarctica
-89,155,AQ,Antarctica
-89,156,AQ,Antarctica
-89,157,AQ,Antarctica
-89,158,AQ,Antarctica
-89,159,AQ,Antarctica
-89,160,AQ,Antarctica
-89,161,AQ,Antarctica
-89,162,AQ,Antarctica
-89,163,AQ,Antarctica
-89,164,AQ,Antarctica
-89,165,AQ,Antarctica
-89,166,AQ,Antarctica
-89,167,AQ,Antarctica
-89,168,AQ,Antarctica
-89,169,AQ,Antarctica
-89,170,AQ,Antarctica
-89,171,AQ,Antarctica
-89,172,AQ,Antarctica
-89,173,AQ,Antarctica
-89,174,AQ,Antarctica
-89,175,AQ,Antarctica
-89,176,AQ,Antarctica
-89,177,AQ,Antarctica
-89,178,AQ,Antarctica
-89,179,AQ,Antarctica
-88,-179,AQ,Antarctica
-88,-178,AQ,Antarctica
-88,-177,AQ,Antarctica
-88,-176,AQ,Antarctica
-88,-175,AQ,Antarctica
-88,-174,AQ,Antarctica
-88,-173,AQ,Antarctica
-88,-172,AQ,Antarctica
-88,-171,AQ,Antarctica
-88,-170,AQ,Antarctica
-88,-169,AQ,Antarctica
-88,-168,AQ,Antarctica
-88,-167,AQ,Antarctica
-88,-166,AQ,Antarctica
-88,-165,AQ,Antarctica
-88,-164,AQ,Antarctica
-88,-163,AQ,Antarctica
-88,-162,AQ,Antarctica
-88,-161,AQ,Antarctica
-88,-160,AQ,Antarctica
-88,-159,AQ,Antarctica
-88,-158,AQ,Antarctica
-88,-157,AQ,Antarctica
-88,-156,AQ,Antarctica
-88,-155,AQ,Antarctica
-88,-154,AQ,Antarctica
-88,-153,AQ,Antarctica
-88,-152,AQ,Antarctica
-88,-151,AQ,Antarctica
-88,-150,AQ,Antarctica
-88,-149,AQ,Antarctica
-88,-148,AQ,Antarctica
-88,-147,AQ,Antarctica
-88,-146,AQ,Antarctica
-88,-145,AQ,Antarctica
-88,-144,AQ,Antarctica
-88,-143,AQ,Antarctica
-88,-142,AQ,Antarctica
-88,-141,AQ,Antarctica
-88,-140,AQ,Antarctica
-88,-139,AQ,Antarctica
-88,-138,AQ,Antarctica
-88,-137,AQ,Antarctica
-88,-136,AQ,Antarctica
-88,-135,AQ,Antarctica
-88,-134,AQ,Antarctica
-88,-133,AQ,Antarctica
-88,-132,AQ,Antarctica
-88,-131,AQ,Antarctica
-88,-130,AQ,Antarctica
-88,-129,AQ,Antarctica
-88,-128,AQ,Antarctica
-88,-127,AQ,Antarctica
-88,-126,AQ,Antarctica
-88,-125,AQ,Antarctica
-88,-124,AQ,Antarctica
-88,-123,AQ,Antarctica
-88,-122,AQ,Antarctica
-88,-121,AQ,Antarctica
-88,-120,AQ,Antarctica
-88,-119,AQ,Antarctica
-88,-118,AQ,Antarctica
-88,-117,AQ,Antarctica
-88,-116,AQ,Antarctica
-88,-115,AQ,Antarctica
-88,-114,AQ,Antarctica
-88,-113,AQ,Antarctica
-88,-112,AQ,Antarctica
-88,-111,AQ,Antarctica
-88,-110,AQ,Antarctica
-88,-109,AQ,Antarctica
-88,-108,AQ,Antarctica
-88,-107,AQ,Antarctica
-88,-106,AQ,Antarctica
-88,-105,AQ,Antarctica
-88,-104,AQ,Antarctica
-88,-103,AQ,Antarctica
-88,-102,AQ,Antarctica
-88,-101,AQ,Antarctica
-88,-100,AQ,Antarctica
-88,-99,AQ,Antarctica
-88,-98,AQ,Antarctica
-88,-97,AQ,Antarctica
-88,-96,AQ,Antarctica
-88,-95,AQ,Antarctica
-88,-94,AQ,Antarctica
-88,-93,AQ,Antarctica
-88,-92,AQ,Antarctica
-88,-91,AQ,Antarctica
-88,-90,AQ,Antarctica
-88,-89,AQ,Antarctica
-88,-88,AQ,Antarctica
-88,-87,AQ,Antarctica
-88,-86,AQ,Antarctica
-88,-85,AQ,Antarctica
-88,-84,AQ,Antarctica
-88,-83,AQ,Antarctica
-88,-82,AQ,Antarctica
-88,-81,AQ,Antarctica
-88,-80,AQ,Antarctica
-88,-79,AQ,Antarctica
-88,-78,AQ,Antarctica
-88,-77,AQ,Antarctica
-88,-76,AQ,Antarctica
-88,-75,AQ,Antarctica
-88,-74,AQ,Antarctica
-88,-73,AQ,Antarctica
-88,-72,AQ,Antarctica
-88,-71,AQ,Antarctica
-88,-70,AQ,Antarctica
-88,-69,AQ,Antarctica
-88,-68,AQ,Antarctica
-88,-67,AQ,Antarctica
-88,-66,AQ,Antarctica
-88,-65,AQ,Antarctica
-88,-64,AQ,Antarctica
-88,-63,AQ,Antarctica
-88,-62,AQ,Antarctica
-88,-61,AQ,Antarctica
-88,-60,AQ,Antarctica
-88,-59,AQ,Antarctica
-88,-58,AQ,Antarctica
-88,-57,AQ,Antarctica
-88,-56,AQ,Antarctica
-88,-55,AQ,Antarctica
-88,-54,AQ,Antarctica
-88,-53,AQ,Antarctica
-88,-52,AQ,Antarctica
-88,-51,AQ,Antarctica
-88,-50,AQ,Antarctica
-88,-49,AQ,Antarctica
-88,-48,AQ,Antarctica
-88,-47,AQ,Antarctica
-88,-46,AQ,Antarctica
-88,-45,AQ,Antarctica
-88,-44,AQ,Antarctica
-88,-43,AQ,Antarctica
-88,-42,AQ,Antarctica
-88,-41,AQ,Antarctica
-88,-40,AQ,Antarctica
-88,-39,AQ,Antarctica
